UNITID,TUFEYR0,TUFEYR1,TUFEYR2,TUFEYR3,CINDON,CINSON,COTSON,CINDOFF,CINSOFF,COTSOFF,CINDFAM,CINSFAM,COTSFAM 
101602,4800,4860,4620,4920,15287,15287,19037,19187,19187,22937,9737,9737,13487
101648,9418,9418,9218,9538,18458,18458,24458,.,.,.,.,.,.
101675,12464,12714,12464,12714,23144,23144,23144,26801,26801,26801,15956,15956,15956
101693,23860,24310,24855,25880,43106,43106,43106,41480,41480,41480,32480,32480,32480
101709,13708,13710,13710,13710,28045,28045,41065,28045,28045,41065,18170,18170,31190
101736,4771,4831,4831,5011,.,.,.,16481,16481,20231,9671,9671,13421
101879,10620,10620,10620,11220,23250,23250,33450,23250,23250,33450,15520,15520,25720
101897,4800,4860,4860,4920,.,.,.,19120,19120,22870,10620,10620,14370
101912,19990,19990,19990,20040,38624,38624,38624,42450,42450,42450,29240,29240,29240
101994,4860,4920,7335,4950,.,.,.,12575,12575,16325,7575,7575,11325
102030,4800,4860,4860,4920,.,.,.,16070,16070,19820,9620,9620,13370
102049,32850,34198,35360,36725,53934,53934,53934,57200,57200,57200,43200,43200,43200
102058,.,.,.,4800,.,.,.,14000,14000,14000,8100,8100,8100
102067,4541,4560,4587,4980,.,.,.,21030,21030,24780,11300,11300,15050
102076,4950,5344,5344,5408,16272,16272,20272,19172,19172,23172,11597,11597,15597
102094,8396,8396,8756,9116,23705,23705,32321,25205,25205,33821,15195,15195,23811
102234,40648,41868,21100,21732,38872,38872,38872,41840,41840,41840,27502,27502,27502
102270,11292,11292,11392,11392,28052,28052,28052,28052,28052,28052,17998,17998,17998
102298,13846,13866,13866,13866,27700,27700,27700,21966,21966,21966,18766,18766,18766
102313,4710,4770,4770,4830,.,.,.,15780,15780,19530,10830,10830,14580
102368,8908,8908,9312,9312,22977,22977,32289,25720,25720,35032,15378,15378,24690
102377,22614,22614,22614,22614,41924,41924,41924,42135,42135,42135,29281,29281,29281
102395,16418,16418,16418,16418,.,.,.,38484,38484,38484,20424,20424,20424
102429,5150,5214,5214,5278,16870,16870,20870,20816,20816,24816,13166,13166,17166
102553,8103,8622,8622,7508,28792,28792,42919,29786,29786,43913,18030,18030,32157
102580,9700,9700,10900,10900,22101,22101,22101,28873,28873,28873,16553,16553,16553
102614,7080,7176,7248,7896,23196,23196,37332,26196,26196,40332,14146,14146,28282
102632,6696,6960,6960,6960,20638,20638,34774,22948,22948,37084,12076,12076,26212
102669,20760,20760,20760,20760,34670,34670,34670,43870,43870,43870,26370,26370,26370
102845,18161,18711,17289,17116,.,.,.,32746,32746,32746,25400,25400,25400
104151,11338,11338,11348,11618,31127,31127,50101,27959,27959,46933,17399,17399,36373
104160,2780,2840,2900,2960,18909,18909,25719,19011,19011,25821,13431,13431,20241
104179,12711,12736,12736,13275,31625,31625,57927,31125,31125,57427,17975,17975,44277
104346,2580,2580,2580,1500,13215,13215,14715,13215,13215,14715,5915,5915,7415
104425,2112,2184,2184,2184,14237,14237,18053,19482,19482,23298,7410,7410,11226
104577,2700,2700,2160,2232,14918,14918,21878,24256,24256,31216,8142,8142,15102
104586,36708,37814,38966,40464,60158,60158,60158,60158,60158,60158,46998,46998,46998
104708,2070,2070,2070,2070,.,.,.,25647,25647,31431,14775,14775,20559
104717,17800,17800,17800,17800,32100,32100,32100,32100,32100,32100,24300,24300,24300
105145,2070,2070,2070,2070,.,.,.,25647,25647,31431,14406,14406,20190
105154,2070,2070,2070,2070,.,.,.,25647,25647,31431,14406,14406,20190
105206,2112,2112,2136,2136,.,.,.,14202,14202,19074,6483,6483,11355
105297,1410,1410,1410,1410,12700,12700,12700,14680,14680,14680,10070,10070,10070
105330,11896,11896,11896,12274,29202,29202,44464,34722,34722,49984,17474,17474,32736
105349,2380,2428,2428,2428,.,.,.,17404,17404,24827,9328,9328,16751
105428,2070,2070,2070,2070,.,.,.,25647,25647,31431,14775,14775,20559
105525,2190,2250,2250,2298,.,.,.,18024,18024,23340,7452,7452,12768
105589,32553,33669,34701,35450,47697,47697,47697,47375,47375,47375,38177,38177,38177
105668,2070,2070,2070,2070,.,.,.,16881,16881,22665,7217,7217,13001
105747,2070,2070,2070,2070,.,.,.,25647,25647,31431,14775,14775,20559
105792,2070,2070,2070,2070,.,.,.,25647,25647,31431,14775,14775,20559
105899,27890,29250,30624,31650,50950,50950,50950,53350,53350,53350,40350,40350,40350
106148,2492,2600,2600,2680,16792,16792,23452,18426,18426,25086,6272,6272,12932
106245,9544,8366,8366,8366,24837,24837,35428,28733,28733,39324,15290,15290,25881
106306,8760,8760,8760,8760,23060,23060,23060,22014,22014,22014,14234,14234,14234
106342,29140,29415,30414,31000,45750,45750,45750,46100,46100,46100,35350,35350,35350
106397,9384,9384,9574,9656,28300,28300,46054,28300,28300,46054,15932,15932,33686
106412,8248,8248,8398,8668,22444,22444,29614,19604,19604,26774,14608,14608,21778
106449,2928,2928,2928,3024,16982,16982,18686,21544,21544,23248,12354,12354,14058
106458,8900,7315,7130,7456,24553,24553,30409,25766,25766,31622,15224,15224,21080
106467,7668,7668,7900,8071,22201,22201,28021,28451,28451,34271,14096,14096,19916
106485,7909,7909,8029,8431,21773,21773,27623,24523,24523,30373,15923,15923,21773
106546,11032,11750,12598,12938,.,.,.,37054,37054,37054,24153,24153,24153
106625,3216,4118,4118,4440,.,.,.,17578,17578,20026,11774,11774,14222
106704,9188,9338,9563,9778,24648,24648,31598,26686,26686,33636,18543,18543,25493
106713,17400,17100,17400,17700,29396,29396,29396,28086,28086,28086,22234,22234,22234
106795,3510,3570,3570,3620,.,.,.,18350,18740,19190,8391,8781,9231
106810,13900,14500,15250,15000,26680,26680,26680,28010,28010,28010,19510,19510,19510
106883,2925,2925,2820,2910,.,.,.,17130,17430,18030,9880,10180,10780
106980,4550,4550,4550,5200,17174,17624,18854,23973,24423,25653,9100,9550,10780
106999,2526,2526,2526,2766,.,.,.,20886,21246,21870,12786,13146,13770
107044,20735,21540,22230,23148,35864,35864,35864,35864,35864,35864,27880,27880,27880
107071,7149,7392,7560,7560,27094,27094,29302,26464,26464,28672,17952,17952,20160
107080,47600,49490,33350,35100,52700,52700,52700,49500,49500,49500,39100,39100,39100
107141,27668,28288,28924,29720,43260,43260,43260,35870,35870,35870,33370,33370,33370
107318,2746,2746,2746,2818,.,.,.,18683,19163,20123,9214,9694,10654
107327,2346,2374,2458,2542,.,.,.,17834,18114,19514,8339,8619,10019
107460,2472,2472,2472,2760,17091,17739,19467,20581,21229,22957,11091,11739,13467
107488,5075,5184,4450,5184,.,.,.,21724,21724,21724,9457,9457,9457
107512,27900,29120,30140,31180,45330,45330,45330,46180,46180,46180,35870,35870,35870
107521,3256,3264,3458,3356,.,.,.,17844,17844,20268,6561,6561,8985
107549,3004,3004,3076,3720,16060,16060,19063,16675,16675,19678,9120,9120,12123
107558,24950,25950,24950,25950,36708,36708,36708,36708,36708,36708,28350,28350,28350
107585,3216,3216,3216,3336,.,.,.,23575,23815,24367,12673,12913,13465
107600,13014,13014,13014,13014,26212,26212,26212,31724,31724,31724,19236,19236,19236
107619,3020,3020,3020,3110,.,.,.,16600,16990,18550,10660,11050,12610
107637,3855,3855,3855,4200,.,.,.,18600,18600,21600,11400,11400,14400
107664,5670,5670,5820,5820,.,.,.,24082,24082,25312,14890,14890,16120
107725,2980,2980,3070,3250,.,.,.,21926,22256,23336,9717,10047,11127
107743,3072,3072,3240,3384,17305,17641,17881,18210,18546,18786,10083,10419,10659
107840,5596,5596,5596,6246,.,.,.,22619,22619,22619,10604,10604,10604
107877,18058,18500,18570,19450,32790,32790,32790,32330,32330,32330,24630,24630,24630
107974,2700,2748,2781,3012,.,.,.,19673,19985,21785,9770,10082,11882
107983,9080,9080,9410,9680,25445,25445,30875,27123,27123,32553,18250,18250,23680
107992,4977,4571,4420,4519,16771,16771,16771,21379,21379,21379,11073,11073,11073
108092,5754,5900,5754,6168,21744,21744,29016,23275,23275,30547,12099,12099,19371
108232,23412,24664,25424,26728,50860,50860,50860,49588,49588,49588,31228,31228,31228
108667,1257,1167,1148,1148,.,.,.,31734,31734,39270,9668,9668,17204
108807,1352,1188,1146,1146,.,.,.,24843,24843,32691,7158,7158,15006
108852,36190,37230,37230,38325,54630,54630,54630,60135,60135,60135,45195,45195,45195
108861,2400,2400,2784,2896,26444,26444,26444,26444,26444,26444,4296,4296,4296
109208,1104,1288,1288,1288,.,.,.,25154,25154,34634,6814,6814,16294
109350,1124,1124,1124,1124,.,.,.,17256,17256,23856,7564,7564,14164
109651,44932,46486,48044,49942,.,.,.,75332,75332,75332,60994,60994,60994
109785,40220,41410,41510,42330,55820,55820,55820,66408,66408,66408,47963,47963,47963
109819,1325,1418,1430,1430,.,.,.,24569,24569,32699,6830,6830,14960
109907,1104,1104,1104,1104,.,.,.,24900,24900,32868,6630,6630,14598
110060,8095,8580,8560,6560,.,.,.,24366,24366,24366,11766,11766,11766
110097,41976,43512,44382,44382,59896,59896,59896,59896,59896,59896,49374,49374,49374
110219,10075,12166,12125,12184,.,.,.,27216,27216,27216,16804,16804,16804
110246,1368,1368,1368,1336,.,.,.,21532,21532,28012,6448,6448,12928
110334,1270,1270,1262,1262,.,.,.,30530,30530,37898,8435,8435,15803
110361,34882,36340,37018,38058,53472,53472,53472,61856,61856,61856,43584,43584,43584
110370,51092,51137,52312,54706,79961,79961,79961,80992,80992,80992,61435,61435,61435
110404,54600,56862,58680,60864,83598,83598,83598,84936,84936,84936,66666,66666,66666
110413,44382,45982,46012,48012,67805,67805,67805,71908,71908,71908,53638,53638,53638
110422,9943,10071,10195,10319,29918,29918,47828,29918,29918,47828,13469,13469,31379
110468,14880,13680,13680,13680,.,.,.,38277,38277,38277,20593,20593,20593
110486,7419,7498,7579,7637,26361,26361,38241,30823,30823,42703,13079,13079,24959
110495,7542,7584,7644,7734,23641,23641,35521,30097,30097,41977,13340,13340,25220
110510,6885,6952,7213,7486,25701,25701,37581,29682,29682,41562,12342,12342,24222
110529,7396,7438,7439,7439,28109,28109,39989,26585,26585,38465,12701,12701,24581
110538,7806,7864,7864,7972,26728,26728,38608,24754,24754,36634,12702,12702,24582
110547,6946,6941,7060,7060,27591,27591,39471,34433,34433,46313,12495,12495,24375
110556,6589,6643,6653,6663,22889,22889,34769,28799,28799,40679,11711,11711,23591
110565,6924,6953,6976,7007,27831,27831,39711,28743,28743,40623,11559,11559,23439
110574,7000,6890,6995,6995,27959,27959,39839,31277,31277,43157,12459,12459,24339
110583,6834,6834,6846,6884,26182,26182,38062,25688,25688,37568,11582,11582,23462
110592,6768,6781,6785,6805,30689,30689,42569,33726,33726,45606,11806,11806,23686
110608,6977,7017,7043,7069,23707,23707,35587,32641,32641,44521,12663,12663,24543
110617,7368,7418,7392,7484,28726,28726,40606,34312,34312,46192,12902,12902,24782
110635,14253,14312,14226,14395,43043,43043,73115,38478,38478,68550,30509,30509,60581
110644,14495,14597,14645,14858,38556,38556,68628,33390,33390,63462,29846,29846,59918
110653,13727,13753,13775,13939,37289,37289,67361,35517,35517,65589,28198,28198,58270
110662,13240,13249,13258,13401,36980,36980,67052,36712,36712,66784,28626,28626,58698
110671,13853,13742,13754,13874,37226,37226,67298,33169,33169,63241,28325,28325,58397
110680,14415,14648,14700,14906,37040,37040,67112,35435,35435,65507,29101,29101,59173
110705,14391,14406,14417,14617,37902,37902,67974,35828,35828,65900,29982,29982,60054
110714,13991,14025,14070,14240,38712,38712,68784,36740,36740,66812,29273,29273,59345
110918,9810,10050,10290,10890,.,.,.,26864,26864,26864,19503,19503,19503
111045,7710,6860,6860,7010,.,.,.,20510,20510,20510,8710,8710,8710
111081,51466,53466,53466,55056,78710,78710,78710,83864,83864,83864,65112,65112,65112
111188,7116,7160,7116,7116,27079,27079,38959,31493,31493,43373,15955,15955,27835
111434,1362,1364,1374,1362,.,.,.,29465,29465,37109,8031,8031,15675
111461,1156,1156,1146,1162,.,.,.,24022,24022,32182,5662,5662,13822
111887,1346,1346,1346,1364,.,.,.,24872,24872,33832,6602,6602,15562
111896,1290,1382,1384,1384,.,.,.,24523,24523,32653,6784,6784,14914
111920,1144,1150,1150,1150,.,.,.,29610,29610,36618,6985,6985,13993
111939,1172,1180,1184,1184,.,.,.,24980,24980,33188,6710,6710,14918
111948,54924,57214,58634,60672,82546,82546,82546,80866,80866,80866,66342,66342,66342
111966,13972,14954,14954,14954,.,.,.,39900,39900,39900,22118,22118,22118
112075,36740,38000,38740,40180,57420,57420,57420,63980,63980,63980,45780,45780,45780
112084,32346,33312,34310,26300,43300,43300,43300,51500,51500,51500,32300,32300,32300
112172,1190,1194,1196,1198,.,.,.,24994,24994,33106,6724,6724,14836
112190,1708,1165,1168,1696,.,.,.,27159,27159,37707,7609,7609,18157
112260,56475,56475,58111,60715,82127,82127,82127,81587,81587,81587,72068,72068,72068
112385,1150,1160,1170,1174,.,.,.,24970,24970,32530,6700,6700,14260
112394,20800,21784,21784,22480,44981,44981,44981,43911,43911,43911,27671,27671,27671
112561,1176,1270,1270,1356,.,.,.,26945,26945,32897,6624,6624,12576
112570,24495,26175,26175,26175,.,.,.,48468,48468,48468,31890,31890,31890
112686,1142,1142,1142,1142,.,.,.,24938,24938,32618,6668,6668,14348
112826,1312,1312,1312,1312,.,.,.,29006,29006,36706,8513,8513,16213
113096,1104,1288,1288,1288,.,.,.,25154,25154,34634,6814,6814,16294
113111,1144,1178,1178,1182,.,.,.,24042,24042,32802,5682,5682,14442
113193,1338,1338,1338,1340,.,.,.,26128,26128,34136,7917,7917,15925
113218,1340,1340,1340,1340,.,.,.,23265,23265,31777,8165,8165,16677
113236,1142,1146,1146,1146,.,.,.,35679,35679,43623,8139,8139,16083
113333,1561,1561,1562,1562,.,.,.,28439,28439,38384,8189,8189,18134
113537,13400,13400,15400,17650,.,.,.,28467,28467,28467,19967,19967,19967
113573,1335,1383,1326,1326,.,.,.,25122,25122,32934,7338,7338,15150
113582,25649,25649,25649,27875,.,.,.,51671,51671,51671,33401,33401,33401
113616,21000,21000,21000,21000,32200,32200,32200,.,.,.,.,.,.
113634,1312,1312,1312,1312,.,.,.,29006,29006,36706,8513,8513,16213
113698,46940,47940,47910,49426,69189,69189,69189,73293,73293,73293,55023,55023,55023
113856,1220,1238,1238,1238,.,.,.,25034,25034,33666,6764,6764,15396
113980,1144,1144,1144,1144,.,.,.,25924,25924,32764,7654,7654,14494
114266,1358,1364,1366,1366,.,.,.,27574,27574,34494,8881,8881,15801
114354,32732,32645,32645,32645,.,.,.,56368,56368,56368,39309,39309,39309
114433,1461,1461,1461,1461,16747,16747,24817,25257,25257,33327,6987,6987,15057
114716,1563,1563,1565,1565,.,.,.,28442,28442,38387,8192,8192,18137
114789,1328,1330,1330,1330,.,.,.,22329,22329,29889,7243,7243,14803
114813,32950,33452,33452,34188,47115,47115,47115,50216,50216,50216,38493,38493,38493
114859,1142,1154,1154,1150,.,.,.,30340,30340,38728,9391,9391,17779
114938,1166,1166,1166,1166,.,.,.,24026,24026,30098,5666,5666,11738
115001,1175,1175,1171,1171,.,.,.,28685,28685,35885,7560,7560,14760
115126,1180,1186,1186,1190,.,.,.,24986,24986,33650,6716,6716,15380
115296,1330,1332,1332,1332,.,.,.,23257,23257,31769,8157,8157,16669
115393,1400,1400,1400,1404,.,.,.,25200,25200,32790,6930,6930,14520
115409,58660,58600,60703,62817,84896,84896,84896,74799,74799,74799,67680,67680,67680
115728,40102,40904,40904,42115,60592,60592,60592,65911,65911,65911,47641,47641,47641
115755,7864,7858,7864,7864,24856,24856,36736,26106,26106,37986,12316,12316,24196
115773,14580,14580,14580,14760,.,.,.,38556,38556,38556,20286,20286,20286
115861,1146,1148,1148,1126,17697,17697,23217,26644,26644,32164,7146,7146,12666
116226,18350,20350,20250,20250,.,.,.,44324,44324,44324,26620,26620,26620
116439,1144,1146,1148,1150,.,.,.,27400,27400,36064,6462,6462,15126
117052,1330,1146,1150,1330,14033,14033,21593,22329,22329,29889,7243,7243,14803
117104,16592,17434,18300,19140,33543,33543,33543,43036,43036,43036,24766,24766,24766
117140,44550,45850,45850,47000,66454,66454,66454,70866,70866,70866,52596,52596,52596
117168,31600,32600,33600,34600,57697,57697,57697,60093,60093,60093,41719,41719,41719
117195,1224,1131,1131,1131,20127,20127,28083,26145,26145,34101,8376,8376,16332
117247,1257,1167,1148,1148,.,.,.,31734,31734,39270,9668,9668,17204
117274,1116,1117,1117,1129,15931,15931,23899,24927,24927,32895,6655,6655,14623
117283,5260,7200,9640,10520,19520,19520,19520,35620,35620,35620,11620,11620,11620
117557,11230,11390,11920,11420,.,.,.,22470,22470,22470,13470,13470,13470
117575,16884,16884,17736,18240,36777,36777,36777,41586,41586,41586,23694,23694,23694
117627,33570,34218,34218,34902,52463,52463,52463,60083,60083,60083,43052,43052,43052
117645,1556,1556,1556,1556,.,.,.,25352,25352,35236,7568,7568,17452
117672,7150,8462,9687,13215,.,.,.,50742,50742,50742,22578,22578,22578
117690,1220,1238,1238,1238,.,.,.,25034,25034,33666,6764,6764,15396
117706,1220,1238,1238,1238,.,.,.,25034,25034,33666,6764,6764,15396
117715,1220,1238,1238,1238,.,.,.,25034,25034,33666,6764,6764,15396
117724,1220,1238,1238,1238,.,.,.,25034,25034,33666,6764,6764,15396
117733,1220,1238,1238,1238,.,.,.,25034,25034,33666,6764,6764,15396
117751,25740,28740,28870,32870,49322,49322,49322,55730,55730,55730,37366,37366,37366
117788,1220,1238,1238,1238,.,.,.,25034,25034,33666,6764,6764,15396
117867,1220,1238,1238,1238,.,.,.,25034,25034,33666,6764,6764,15396
117894,1312,1312,1312,1312,.,.,.,29006,29006,36706,8513,8513,16213
117946,50683,52977,53526,55926,76227,76227,76227,79722,79722,79722,61452,61452,61452
118347,1494,1494,1494,1494,.,.,.,45590,45590,53960,11526,11526,19896
118541,36134,36908,36908,36908,57491,57491,57491,57559,57559,57559,41492,41492,41492
118684,1423,1426,1423,1423,.,.,.,23725,23725,31195,6666,6666,14136
118693,44305,45860,47425,49090,70641,70641,70641,69044,69044,69044,55096,55096,55096
118718,1158,1180,1180,1194,.,.,.,24990,24990,31686,6720,6720,13416
118772,1257,1167,1167,1167,.,.,.,31753,31753,39289,9687,9687,17223
118912,1152,1152,1152,1152,.,.,.,29736,29736,37032,6680,6680,13976
118930,1192,1200,1204,1480,.,.,.,26359,26359,35059,6921,6921,15621
118976,1176,1270,1182,1276,.,.,.,25118,25118,31150,6758,6758,12790
119067,1176,1178,1178,1188,.,.,.,38016,38016,45192,6885,6885,14061
119137,1394,1394,1398,1398,.,.,.,25662,25662,32410,7923,7923,14671
119164,1350,1350,1352,1352,.,.,.,25148,25148,33892,6878,6878,15622
119173,42792,44474,45388,46740,69345,69345,69345,71802,71802,71802,56128,56128,56128
119216,1432,1432,1436,1406,.,.,.,23825,23825,33695,8025,8025,17895
119270,24795,24795,24795,24795,.,.,.,43626,43626,43626,30807,30807,30807
119331,1142,1150,1150,1156,.,.,.,24952,24952,33184,6682,6682,14914
119605,13320,13320,13320,13320,.,.,.,37116,37116,37116,18846,18846,18846
119775,28386,29427,29427,30291,.,.,.,61293,61293,61293,48036,48036,48036
120166,8720,8720,8720,8720,22080,22080,22080,24930,24930,24930,13030,13030,13030
120254,56576,56576,58426,60566,80636,80636,80636,.,.,.,.,.,.
120290,1164,1196,1196,1202,.,.,.,29090,29090,35066,6986,6986,12962
120342,1188,1188,1198,1202,22702,22702,30262,24998,24998,32558,6731,6731,14291
120403,48380,49680,50950,52460,74064,74064,74064,74064,74064,74064,57135,57135,57135
120421,1394,1394,1398,1398,.,.,.,25662,25662,32410,7923,7923,14671
120537,33400,34450,35450,35700,52953,52953,52953,59496,59496,59496,41226,41226,41226
120768,13688,11692,11692,11692,.,.,.,40824,40824,40824,21224,21224,21224
120838,68850,37650,37650,7530,.,.,.,29117,29117,29117,11917,11917,11917
120865,30813,32016,32103,33678,47154,47154,47154,57474,57474,57474,39204,39204,39204
120883,49588,51094,52352,53682,72305,72305,72305,75427,75427,75427,59208,59208,59208
120953,1288,1288,1288,1288,.,.,.,25174,25174,33770,12826,12826,21422
120971,1338,1344,1344,1348,.,.,.,29698,29698,38994,6874,6874,16170
121044,1168,1172,1172,1172,.,.,.,24968,24968,33368,6698,6698,15098
121150,55892,58002,59702,63142,85202,85202,85202,85202,85202,85202,66642,66642,66642
121257,56018,55878,57978,60578,82832,82832,82832,77974,77974,77974,63428,63428,63428
121275,17110,17235,16378,15310,.,.,.,36538,36538,36538,30298,30298,30298
121309,36950,38300,39500,41100,57104,57104,57104,64896,64896,64896,46626,46626,46626
121345,54762,54774,56686,59238,81196,81196,81196,78461,78461,78461,61838,61838,61838
121363,1414,1409,1409,1409,.,.,.,24548,24548,32678,6809,6809,14939
121619,1160,1160,1180,1180,.,.,.,26494,26494,34102,6842,6842,14450
121691,50980,52500,54066,55678,75856,75856,75856,75856,75856,75856,61266,61266,61266
121707,1223,1190,1190,1147,13498,13498,20890,18425,18425,25817,6257,6257,13649
121886,1360,1360,1388,1388,.,.,.,25182,25182,33678,6914,6914,15410
121901,1420,1420,1420,1420,.,.,.,26458,26458,35038,7234,7234,15814
122180,1104,1288,1288,1288,.,.,.,25154,25154,34634,6814,6814,16294
122205,1330,1330,1332,1150,.,.,.,27400,27400,36064,6462,6462,15126
122339,1144,1144,1144,1144,.,.,.,24009,24009,30305,5644,5644,11940
122375,1144,1144,1144,1144,.,.,.,24006,24006,30302,5644,5644,11940
122384,1144,1144,1144,1144,.,.,.,24006,24006,30302,5644,5644,11940
122409,7510,7720,8136,8174,32110,32110,43990,29302,29302,41182,13478,13478,25358
122436,51186,52864,52864,54554,75767,75767,75767,78350,78350,78350,60080,60080,60080
122506,47560,49050,50800,52800,79100,79100,79100,77100,77100,77100,55940,55940,55940
122597,7266,7006,7304,7524,29125,29125,41005,31825,31825,43705,12583,12583,24463
122612,50282,52482,53472,55532,77854,77854,77854,77854,77854,77854,61034,61034,61034
122658,1288,1288,1288,1288,.,.,.,25084,25084,32868,6814,6814,14598
122728,34950,37000,37000,37150,54602,54602,54602,60946,60946,60946,42676,42676,42676
122746,1362,1362,1366,1366,.,.,.,27572,27572,35692,17960,17960,26080
122755,7852,7852,7852,7899,30850,30850,42730,32426,32426,44306,12953,12953,24833
122791,1434,1434,1374,1376,.,.,.,29479,29479,37599,8045,8045,16165
122889,1374,1408,1232,1234,.,.,.,25030,25030,33118,6760,6760,14848
122931,53634,52998,55860,57534,78849,78849,78849,81330,81330,81330,63060,63060,63060
122977,1144,1148,1146,1150,.,.,.,18714,18714,26658,7158,7158,15102
123013,1324,1324,1328,1318,.,.,.,26376,26376,34368,7138,7138,15130
123165,57188,57188,58442,60712,83330,83330,83330,.,.,.,.,.,.
123217,1390,1394,1394,1394,.,.,.,25190,25190,32134,6994,6994,13938
123280,12960,12960,12585,14460,26560,26560,26560,34460,34460,34460,19560,19560,19560
123299,1186,1187,1189,1191,11637,11637,18717,27679,27679,34759,5691,5691,12771
123341,1144,1156,1156,1156,13844,13844,21236,26346,26346,33738,6044,6044,13436
123457,31910,33630,35900,37480,53580,53580,53580,60388,60388,60388,42028,42028,42028
123484,1156,1444,1444,1444,14267,14267,22667,20848,20848,29248,6196,6196,14596
123509,1362,1364,1374,1362,.,.,.,29465,29465,37611,8031,8031,16177
123527,1238,1328,1338,744,.,.,.,30594,30594,34907,10594,10594,14907
123554,49188,50660,51768,53932,74188,74188,74188,76792,76792,76792,58432,58432,58432
123563,1163,1168,1170,1172,.,.,.,24311,24311,30767,6572,6572,13028
123572,7880,7952,7988,8060,27352,27352,39232,30252,30252,42132,12810,12810,24690
123642,12665,13073,13106,13409,.,.,.,37205,37205,37205,18935,18935,18935
123651,35100,36550,37700,38700,53150,53150,53150,62470,62470,62470,44200,44200,44200
123800,1340,1340,1342,1342,.,.,.,29143,29143,37291,15364,15364,23512
123952,45892,48578,49016,50690,.,.,.,79330,79330,79330,59324,59324,59324
123961,58195,60275,61503,64726,85064,85064,85064,85064,85064,85064,69576,69576,69576
124113,1104,1104,1108,1108,12291,12291,19155,24844,24844,31708,6634,6634,13498
124292,25600,26000,26000,27000,40000,40000,40000,49694,49694,49694,31424,31424,31424
124487,9689,9714,9714,9689,.,.,.,25415,25415,25415,13535,13535,13535
125028,1394,1394,1398,1398,.,.,.,25662,25662,32410,7923,7923,14671
125091,1402,1424,1447,1425,.,.,.,22869,22869,31569,5730,5730,14430
125170,1257,1167,1148,1148,.,.,.,31921,31921,39457,9855,9855,17391
125231,12150,12180,12180,12483,.,.,.,25551,25551,25551,17883,17883,17883
125462,1380,1380,1380,1380,12974,12974,21704,24520,24520,33250,6782,6782,15512
125471,1220,1238,1238,1238,.,.,.,25034,25034,33666,6764,6764,15396
125499,1484,1486,1490,1490,.,.,.,27400,27400,34720,8052,8052,15372
125727,46594,48180,48660,50066,68826,68826,68826,62516,62516,62516,54466,54466,54466
125763,49514,49514,49514,49864,67487,67487,67487,61664,61664,61664,52364,52364,52364
125897,41182,42596,43418,44908,63249,63249,63249,68704,68704,68704,50434,50434,50434
126076,15700,15700,15700,15700,27600,27600,27600,33190,33190,33190,19500,19500,19500
126119,1124,1128,1128,1128,.,.,.,23430,23430,29790,6371,6371,12731
126182,9440,9560,9680,9776,23982,23982,36054,27173,27173,39245,14609,14609,26681
